"","Date","Game","Name","Team","Cat","Side","Odds","Risk","ToWin","Result","Net","Unt"
"4302","2/7/2023","NYK@ORL","Julius Randle","NYK","Pts","U",-110,110,100,"W",100,1
"4303","2/7/2023","NYK@ORL","Julius Randle","NYK","Reb","U",-104,104,100,"L",-104,-1.04
"4304","2/7/2023","NYK@ORL","RJ Barrett","NYK","Reb","U",100,100,100,"W",100,1
"4305","2/7/2023","NYK@ORL","Franz Wagner","ORL","Reb","U",-132,132,100,"W",100,1
"4306","2/7/2023","NYK@ORL","Gary Harris","ORL","Pts","U",-110,110,100,"W",100,1
"4307","2/7/2023","NYK@ORL","Markelle Fultz","ORL","Pts","U",-120,120,100,"L",-120,-1.2
"4308","2/7/2023","NYK@ORL","Markelle Fultz","ORL","Reb","U",-110,110,100,"L",-110,-1.1
"4309","2/7/2023","NYK@ORL","Paolo Banchero","ORL","Ast","U",-125,125,100,"L",-125,-1.25
"4310","2/7/2023","NYK@ORL","Wendell Carter Jr.","ORL","Ast","U",-125,125,100,"W",100,1
"4311","2/7/2023","ATL@NOP","Bogdan Bogdanovic","ATL","Pts","U",-120,120,100,"L",-120,-1.2
"4312","2/7/2023","ATL@NOP","CJ McCollum","NOP","Pts","U",-110,110,100,"W",100,1
"4313","2/7/2023","ATL@NOP","CJ McCollum","NOP","Reb","U",-135,135,100,"L",-135,-1.35
"4314","2/7/2023","PHX@BKN","Mikal Bridges","PHX","Reb","U",120,83,100,"L",-83,-0.83
"4315","2/7/2023","CHI@MEM","Nikola Vucevic","CHI","Ast","U",-132,132,100,"L",-132,-1.32
"4316","2/7/2023","CHI@MEM","Desmond Bane","MEM","Pts","U",-110,110,100,"W",100,1
"4317","2/7/2023","CHI@MEM","Dillon Brooks","MEM","Pts","U",-120,120,100,"W",100,1
"4318","2/7/2023","CHI@MEM","Ja Morant","MEM","Reb","U",100,100,100,"W",100,1
"4319","2/7/2023","CHI@MEM","Jaren Jackson Jr.","MEM","Pts","U",-121,121,100,"L",-121,-1.21
"4320","2/7/2023","CHI@MEM","Jaren Jackson Jr.","MEM","Reb","U",115,87,100,"W",100,1
"4321","2/7/2023","MIN@DEN","Michael Porter","DEN","Reb","U",-130,130,100,"W",100,1
"4322","2/7/2023","MIN@DEN","Nikola Jokic","DEN","Reb","U",-120,120,100,"W",100,1
"4323","2/7/2023","MIN@DEN","D'Angelo Russell","MIN","Ast","U",105,95,100,"W",100,1
"4324","2/7/2023","OKC@LAL","Anthony Davis","LAL","Ast","U",108,93,100,"W",100,1
"4325","2/7/2023","OKC@LAL","LeBron James","LAL","Pts","U",-110,110,100,"L",-110,-1.1
"4326","2/7/2023","OKC@LAL","Shai Gilgeous-Alexander","OKC","Ast","U",-105,105,100,"L",-105,-1.05
"4327","2/8/2023","CHA@WAS","Gordon Hayward","CHA","Reb","U",-145,145,100,"W",100,1
"4328","2/8/2023","CHA@WAS","LaMelo Ball","CHA","Ast","O",-125,125,100,"L",-125,-1.25
"4329","2/8/2023","CHA@WAS","Daniel Gafford","WAS","Ast","U",-125,125,100,"W",100,1
"4330","2/8/2023","DET@CLE","Isaiah Stewart","DET","Pts","U",-117,117,100,"W",100,1
"4331","2/8/2023","DET@CLE","Isaiah Stewart","DET","Ast","U",-169,169,100,"L",-169,-1.69
"4332","2/8/2023","DET@CLE","Jalen Duren","DET","Ast","U",-179,179,100,"L",-179,-1.79
"4333","2/8/2023","IND@MIA","Bennedict Mathurin","IND","Reb","U",-115,115,100,"W",100,1
"4334","2/8/2023","IND@MIA","Tyrese Haliburton","IND","Ast","O",-134,134,100,"W",100,1
"4335","2/8/2023","IND@MIA","Gabe Vincent","MIA","Ast","U",-110,110,100,"W",100,1
"4336","2/8/2023","IND@MIA","Jimmy Butler","MIA","Reb","U",-125,125,100,"W",100,1
"4337","2/8/2023","IND@MIA","Tyler Herro","MIA","Ast","U",105,95,100,"W",100,1
"4338","2/8/2023","PHI@BOS","De'Anthony Melton","PHI","Pts","U",-102,102,100,"L",-102,-1.02
"4339","2/8/2023","PHI@BOS","De'Anthony Melton","PHI","Ast","U",130,77,100,"L",-77,-0.77
"4340","2/8/2023","PHI@BOS","James Harden","PHI","Ast","O",-115,115,100,"W",100,1
"4341","2/8/2023","PHI@BOS","Joel Embiid","PHI","Pts","O",100,100,100,"L",-100,-1
"4342","2/8/2023","PHI@BOS","Joel Embiid","PHI","Ast","U",-128,128,100,"W",100,1
"4343","2/8/2023","SAS@TOR","Keita Bates-Diop","SAS","Reb","U",100,100,100,"W",100,1
"4344","2/8/2023","SAS@TOR","Keldon Johnson","SAS","Reb","U",-144,144,100,"L",-144,-1.44
"4345","2/8/2023","SAS@TOR","Fred VanVleet","TOR","Ast","U",-150,150,100,"W",100,1
"4346","2/8/2023","SAS@TOR","Fred VanVleet","TOR","Reb","U",108,93,100,"W",100,1
"4347","2/8/2023","SAS@TOR","Gary Trent Jr.","TOR","Pts","U",100,100,100,"W",100,1
"4348","2/8/2023","SAS@TOR","Scottie Barnes","TOR","Reb","U",-125,125,100,"L",-125,-1.25
"4349","2/8/2023","SAC@HOU","Eric Gordon","HOU","Reb","U",-136,136,100,"W",100,1
"4350","2/8/2023","SAC@HOU","Kevin Huerter","SAC","Ast","U",120,83,100,"W",100,1
"4351","2/8/2023","SAC@HOU","Kevin Huerter","SAC","Reb","U",-115,115,100,"W",100,1
"4352","2/8/2023","SAC@HOU","Malik Monk","SAC","Reb","U",110,91,100,"L",-91,-0.91
"4353","2/8/2023","DAL@LAC","Ivica Zubac","LAC","Pts","U",-105,105,100,"W",100,1
"4354","2/8/2023","DAL@LAC","Kawhi Leonard","LAC","Ast","U",-110,110,100,"W",100,1
"4355","2/8/2023","DAL@LAC","Kawhi Leonard","LAC","Reb","U",120,83,100,"W",100,1
"4356","2/8/2023","DAL@LAC","Norman Powell","LAC","Reb","U",100,100,100,"L",-100,-1
"4357","2/8/2023","DAL@LAC","Paul George","LAC","Ast","U",-115,115,100,"W",100,1
"4358","2/8/2023","DAL@LAC","Paul George","LAC","Reb","U",-108,108,100,"W",100,1
"4359","2/8/2023","GSW@POR","Jordan Poole","GSW","Reb","U",-105,105,100,"W",100,1
"4360","2/8/2023","GSW@POR","Anfernee Simons","POR","Ast","U",-125,125,100,"L",-125,-1.25
"4361","2/8/2023","GSW@POR","Damian Lillard","POR","Reb","U",120,83,100,"L",-83,-0.83
"4362","2/9/2023","PHX@ATL","Dejounte Murray","ATL","Pts","U",100,100,100,"W",100,1
"4363","2/9/2023","PHX@ATL","Bogdan Bogdanovic","ATL","Pts","U",-115,115,100,"W",100,1
"4364","2/9/2023","PHX@ATL","De'Andre Hunter","ATL","Pts","U",115,87,100,"W",100,1
"4365","2/9/2023","PHX@ATL","Dejounte Murray","ATL","Ast","U",-121,121,100,"W",100,1
"4366","2/9/2023","MIL@LAL","Anthony Davis","LAL","Ast","U",-117,117,100,"W",100,1
"4367","2/9/2023","MIL@LAL","Dennis Schroder","LAL","Ast","U",-150,150,100,"L",-150,-1.5
"4368","2/9/2023","MIL@LAL","Giannis Antetokounmpo","MIL","Ast","U",-105,105,100,"L",-105,-1.05
"4369","2/9/2023","PHX@ATL","Deandre Ayton","PHX","Ast","U",-145,145,100,"W",100,1
"4370","2/9/2023","PHX@ATL","Bogdan Bogdanovic","ATL","Reb","U",125,80,100,"W",100,1
"4371","2/9/2023","MIL@LAL","Dennis Schroder","LAL","Reb","U",-105,105,100,"W",100,1
"4372","2/9/2023","DEN@ORL","Paolo Banchero","ORL","Reb","U",-110,110,100,"L",-110,-1.1
"4373","2/9/2023","DEN@ORL","Franz Wagner","ORL","Reb","U",123,81,100,"W",100,1
"4374","2/9/2023","CHI@BKN","Nikola Vucevic","CHI","Reb","O",-103,103,100,"W",100,1
"4375","2/10/2023","NYK@PHI","Jalen Brunson","NYK","Ast","O",-105,105,100,"W",100,1
"4376","2/10/2023","NYK@PHI","De'Anthony Melton","PHI","Ast","U",-148,148,100,"W",100,1
"4377","2/10/2023","NYK@PHI","James Harden","PHI","Ast","O",108,93,100,"W",100,1
"4378","2/10/2023","NYK@PHI","Joel Embiid","PHI","Ast","U",-140,140,100,"L",-140,-1.4
"4379","2/10/2023","NYK@PHI","Joel Embiid","PHI","Reb","U",-124,124,100,"L",-124,-1.24
"4380","2/10/2023","NYK@PHI","Tobias Harris","PHI","Pts","U",-112,112,100,"W",100,1
"4381","2/10/2023","NYK@PHI","Tobias Harris","PHI","Reb","U",-115,115,100,"W",100,1
"4382","2/10/2023","PHX@IND","Aaron Nesmith","IND","Ast","U",184,54,100,"L",-54,-0.54
"4383","2/10/2023","PHX@IND","Tyrese Haliburton","IND","Ast","O",-105,105,100,"L",-105,-1.05
"4384","2/10/2023","PHX@IND","Deandre Ayton","PHX","Pts","U",-106,106,100,"L",-106,-1.06
"4385","2/10/2023","SAS@DET","Isaiah Stewart","DET","Ast","U",-125,125,100,"L",-125,-1.25
"4386","2/10/2023","SAS@DET","Killian Hayes","DET","Pts","U",100,100,100,"W",100,1
"4387","2/10/2023","SAS@DET","Killian Hayes","DET","Reb","U",120,83,100,"L",-83,-0.83
"4388","2/10/2023","CHA@BOS","Robert Williams","BOS","Pts","U",-108,108,100,"W",100,1
"4389","2/10/2023","CHA@BOS","Gordon Hayward","CHA","Reb","U",-135,135,100,"W",100,1
"4390","2/10/2023","CHA@BOS","Terry Rozier","CHA","Pts","U",-120,120,100,"L",-120,-1.2
"4391","2/10/2023","UTA@TOR","Collin Sexton","UTA","Reb","U",-150,150,100,"L",-150,-1.5
"4392","2/10/2023","UTA@TOR","Lauri Markkanen","UTA","Reb","U",-135,135,100,"W",100,1
"4393","2/10/2023","HOU@MIA","Jalen Green","HOU","Reb","U",-110,110,100,"L",-110,-1.1
"4394","2/10/2023","HOU@MIA","Bam Adebayo","MIA","Ast","U",-120,120,100,"W",100,1
"4395","2/10/2023","HOU@MIA","Gabe Vincent","MIA","Ast","U",100,100,100,"L",-100,-1
"4396","2/10/2023","HOU@MIA","Jimmy Butler","MIA","Pts","U",-124,124,100,"W",100,1
"4397","2/10/2023","HOU@MIA","Jimmy Butler","MIA","Ast","U",-125,125,100,"W",100,1
"4398","2/10/2023","HOU@MIA","Jimmy Butler","MIA","Reb","U",120,83,100,"W",100,1
"4399","2/10/2023","HOU@MIA","Tyler Herro","MIA","Pts","U",-104,104,100,"L",-104,-1.04
"4400","2/10/2023","HOU@MIA","Tyler Herro","MIA","Ast","U",-104,104,100,"L",-104,-1.04
"4401","2/10/2023","MIN@MEM","Desmond Bane","MEM","Ast","U",-150,150,100,"L",-150,-1.5
"4402","2/10/2023","MIN@MEM","Dillon Brooks","MEM","Pts","U",-112,112,100,"W",100,1
"4403","2/10/2023","MIN@MEM","Dillon Brooks","MEM","Ast","U",100,100,100,"W",100,1
"4404","2/10/2023","MIN@MEM","Ja Morant","MEM","Reb","U",-139,139,100,"L",-139,-1.39
"4405","2/10/2023","MIN@MEM","Jaren Jackson Jr.","MEM","Pts","U",-115,115,100,"W",100,1
"4406","2/10/2023","MIN@MEM","Jaren Jackson Jr.","MEM","Ast","U",155,65,100,"L",-65,-0.65
"4407","2/10/2023","CLE@NOP","Donovan Mitchell","CLE","Ast","U",-150,150,100,"W",100,1
"4408","2/10/2023","CLE@NOP","Donovan Mitchell","CLE","Reb","U",125,80,100,"L",-80,-0.8
"4409","2/10/2023","CLE@NOP","Isaac Okoro","CLE","Ast","U",-125,125,100,"W",100,1
"4410","2/10/2023","CLE@NOP","Jarrett Allen","CLE","Ast","U",100,100,100,"L",-100,-1
"4411","2/10/2023","DAL@SAC","Domantas Sabonis","SAC","Reb","O",107,93,100,"L",-93,-0.93
"4412","2/10/2023","OKC@POR","Shai Gilgeous-Alexander","OKC","Reb","U",106,94,100,"W",100,1
"4413","2/10/2023","OKC@POR","Damian Lillard","POR","Pts","O",-110,110,100,"W",100,1
"4414","2/10/2023","OKC@POR","Drew Eubanks","POR","Reb","U",110,91,100,"L",-91,-0.91
"4415","2/10/2023","OKC@POR","Jerami Grant","POR","Reb","U",105,95,100,"W",100,1
"4416","2/10/2023","MIL@LAC","Ivica Zubac","LAC","Ast","U",-174,174,100,"W",100,1
"4417","2/10/2023","MIL@LAC","Ivica Zubac","LAC","Reb","O",100,100,100,"L",-100,-1
"4418","2/10/2023","MIL@LAC","Marcus Morris","LAC","Ast","U",-155,155,100,"W",100,1
"4419","2/10/2023","MIL@LAC","Giannis Antetokounmpo","MIL","Pts","O",-104,104,100,"W",100,1
"4420","2/12/2023","MEM@BOS","Jayson Tatum","BOS","Reb","U",115,87,100,"W",100,1
"4421","2/12/2023","MEM@BOS","Robert Williams","BOS","Reb","O",-108,108,100,"W",100,1
"4422","2/12/2023","MEM@BOS","Desmond Bane","MEM","Ast","U",112,89,100,"L",-89,-0.89
"4423","2/12/2023","MEM@BOS","Dillon Brooks","MEM","Pts","U",-125,125,100,"W",100,1
"4424","2/12/2023","MEM@BOS","Dillon Brooks","MEM","Ast","U",114,88,100,"L",-88,-0.88
"4425","2/12/2023","MEM@BOS","Dillon Brooks","MEM","Reb","U",140,71,100,"W",100,1
"4426","2/12/2023","MEM@BOS","Ja Morant","MEM","Ast","O",-139,139,100,"L",-139,-1.39
"4427","2/12/2023","MEM@BOS","Ja Morant","MEM","Reb","U",-115,115,100,"W",100,1
"4428","2/12/2023","DET@TOR","Bojan Bogdanovic","DET","Pts","U",-130,130,100,"L",-130,-1.3
"4429","2/12/2023","DET@TOR","Bojan Bogdanovic","DET","Reb","U",105,95,100,"L",-95,-0.95
"4430","2/12/2023","DET@TOR","Killian Hayes","DET","Pts","U",-110,110,100,"W",100,1
"4431","2/12/2023","DET@TOR","Killian Hayes","DET","Reb","U",116,86,100,"L",-86,-0.86
"4432","2/13/2023","ATL@CHA","Onyeka Okongwu","ATL","Reb","U",110,91,100,"W",100,1
"4433","2/13/2023","ATL@CHA","Gordon Hayward","CHA","Reb","U",-122,122,100,"L",-122,-1.22
"4434","2/13/2023","ATL@CHA","LaMelo Ball","CHA","Ast","O",-112,112,100,"W",100,1
"4435","2/13/2023","ATL@CHA","Mark Williams","CHA","Ast","U",130,77,100,"W",100,1
"4436","2/13/2023","ATL@CHA","Terry Rozier","CHA","Reb","U",-120,120,100,"W",100,1
"4437","2/13/2023","ATL@CHA","Terry Rozier","CHA","Pts","U",100,100,100,"L",-100,-1
"4438","2/13/2023","HOU@PHI","Joel Embiid","PHI","Reb","U",104,96,100,"W",100,1
"4439","2/13/2023","HOU@PHI","Tobias Harris","PHI","Pts","U",-121,121,100,"W",100,1
"4440","2/13/2023","HOU@PHI","Tobias Harris","PHI","Reb","U",-130,130,100,"L",-130,-1.3
"4441","2/13/2023","SAS@CLE","Donovan Mitchell","CLE","Ast","U",-130,130,100,"W",100,1
"4442","2/13/2023","SAS@CLE","Donovan Mitchell","CLE","Reb","U",-121,121,100,"W",100,1
"4443","2/13/2023","SAS@CLE","Evan Mobley","CLE","Pts","U",-113,113,100,"W",100,1
"4444","2/13/2023","SAS@CLE","Evan Mobley","CLE","Ast","U",140,71,100,"W",100,1
"4445","2/13/2023","SAS@CLE","Evan Mobley","CLE","Reb","U",-110,110,100,"L",-110,-1.1
"4446","2/13/2023","SAS@CLE","Isaac Okoro","CLE","Ast","U",-104,104,100,"W",100,1
"4447","2/13/2023","SAS@CLE","Isaac Okoro","CLE","Reb","U",132,76,100,"W",100,1
"4448","2/13/2023","SAS@CLE","Jarrett Allen","CLE","Reb","U",-105,105,100,"L",-105,-1.05
"4449","2/13/2023","SAS@CLE","Keldon Johnson","SAS","Pts","U",-114,114,100,"L",-114,-1.14
"4450","2/13/2023","UTA@IND","Tyrese Haliburton","IND","Ast","O",110,91,100,"W",100,1
"4451","2/13/2023","UTA@IND","Tyrese Haliburton","IND","Reb","U",135,74,100,"W",100,1
"4452","2/13/2023","UTA@IND","Kelly Olynyk","UTA","Ast","U",-110,110,100,"W",100,1
"4453","2/13/2023","UTA@IND","Lauri Markkanen","UTA","Pts","O",-103,103,100,"W",100,1
"4454","2/13/2023","UTA@IND","Walker Kessler","UTA","Reb","O",-120,120,100,"L",-120,-1.2
"4455","2/13/2023","BKN@NYK","Immanuel Quickley","NYK","Pts","U",-105,105,100,"L",-105,-1.05
"4456","2/13/2023","BKN@NYK","Julius Randle","NYK","Ast","U",125,80,100,"L",-80,-0.8
"4457","2/13/2023","BKN@NYK","Quentin Grimes","NYK","Pts","U",102,98,100,"W",100,1
"4458","2/13/2023","BKN@NYK","Quentin Grimes","NYK","Ast","U",-130,130,100,"W",100,1
"4459","2/13/2023","BKN@NYK","Quentin Grimes","NYK","Reb","U",120,83,100,"L",-83,-0.83
"4460","2/13/2023","DEN@MIA","Max Strus","MIA","Ast","U",-120,120,100,"L",-120,-1.2
"4461","2/13/2023","NOP@OKC","Brandon Ingram","NOP","Reb","U",102,98,100,"W",100,1
"4462","2/13/2023","NOP@OKC","Jonas Valanciunas","NOP","Reb","U",-118,118,100,"W",100,1
"4463","2/13/2023","ORL@CHI","DeMar DeRozan","CHI","Reb","U",-125,125,100,"W",100,1
"4464","2/13/2023","ORL@CHI","Nikola Vucevic","CHI","Ast","U",116,86,100,"W",100,1
"4465","2/13/2023","ORL@CHI","Zach LaVine","CHI","Reb","U",125,80,100,"L",-80,-0.8
"4466","2/13/2023","ORL@CHI","Paolo Banchero","ORL","Ast","U",-110,110,100,"W",100,1
"4467","2/13/2023","ORL@CHI","Wendell Carter Jr.","ORL","Ast","U",-110,110,100,"W",100,1
"4468","2/13/2023","ORL@CHI","Wendell Carter Jr.","ORL","Pts","U",-122,122,100,"W",100,1
"4469","2/13/2023","MIN@DAL","Rudy Gobert","MIN","Reb","O",-125,125,100,"W",100,1
"4470","2/13/2023","LAL@POR","Anthony Davis","LAL","Pts","O",-105,105,100,"L",-105,-1.05
"4471","2/13/2023","LAL@POR","Anthony Davis","LAL","Ast","U",110,91,100,"W",100,1
"4472","2/13/2023","LAL@POR","Dennis Schroder","LAL","Reb","U",135,74,100,"W",100,1
"4473","2/13/2023","LAL@POR","Drew Eubanks","POR","Reb","U",115,87,100,"L",-87,-0.87
"4474","2/13/2023","WAS@GSW","Jordan Poole","GSW","Reb","U",105,95,100,"L",-95,-0.95
"4475","2/13/2023","WAS@GSW","Kristaps Porzingis","WAS","Pts","U",-113,113,100,"L",-113,-1.13
"4476","2/14/2023","BOS@MIL","Robert Williams","BOS","Reb","O",-125,125,100,"L",-125,-1.25
"4477","2/14/2023","BOS@MIL","Giannis Antetokounmpo","MIL","Reb","U",-125,125,100,"W",100,1
"4478","2/14/2023","BOS@MIL","Grayson Allen","MIL","Pts","U",-107,107,100,"L",-107,-1.07
"4479","2/14/2023","BOS@MIL","Grayson Allen","MIL","Reb","U",130,77,100,"L",-77,-0.77
"4480","2/14/2023","ORL@TOR","Franz Wagner","ORL","Pts","U",106,94,100,"W",100,1
"4481","2/14/2023","ORL@TOR","Franz Wagner","ORL","Ast","U",-117,117,100,"L",-117,-1.17
"4482","2/14/2023","ORL@TOR","Franz Wagner","ORL","Reb","U",123,81,100,"W",100,1
"4483","2/14/2023","ORL@TOR","Gary Harris","ORL","Pts","U",-110,110,100,"W",100,1
"4484","2/14/2023","ORL@TOR","Markelle Fultz","ORL","Reb","U",-130,130,100,"L",-130,-1.3
"4485","2/14/2023","ORL@TOR","Moritz Wagner","ORL","Reb","U",135,74,100,"W",100,1
"4486","2/14/2023","ORL@TOR","Paolo Banchero","ORL","Ast","U",-115,115,100,"W",100,1
"4487","2/14/2023","ORL@TOR","Paolo Banchero","ORL","Reb","U",114,88,100,"W",100,1
"4488","2/14/2023","ORL@TOR","Wendell Carter Jr.","ORL","Ast","U",-135,135,100,"L",-135,-1.35
"4489","2/14/2023","ORL@TOR","Wendell Carter Jr.","ORL","Reb","U",-110,110,100,"W",100,1
"4490","2/14/2023","ORL@TOR","Chris Boucher","TOR","Pts","U",-105,105,100,"L",-105,-1.05
"4491","2/14/2023","ORL@TOR","Pascal Siakam","TOR","Pts","U",-105,105,100,"L",-105,-1.05
"4492","2/14/2023","SAC@PHX","Torrey Craig","PHX","Reb","O",-104,104,100,"L",-104,-1.04
"4493","2/14/2023","SAC@PHX","Domantas Sabonis","SAC","Ast","U",104,96,100,"L",-96,-0.96
"4494","2/14/2023","SAC@PHX","Harrison Barnes","SAC","Reb","U",-140,140,100,"W",100,1
"4495","2/14/2023","SAC@PHX","Kevin Huerter","SAC","Ast","U",-150,150,100,"W",100,1
"4496","2/14/2023","GSW@LAC","Draymond Green","GSW","Ast","O",-140,140,100,"W",100,1
"4497","2/14/2023","GSW@LAC","Jordan Poole","GSW","Reb","U",-115,115,100,"W",100,1
"4498","2/14/2023","GSW@LAC","Kevon Looney","GSW","Pts","U",-114,114,100,"L",-114,-1.14
"4499","2/14/2023","GSW@LAC","Kawhi Leonard","LAC","Ast","U",-135,135,100,"W",100,1
"4500","2/14/2023","GSW@LAC","Paul George","LAC","Reb","U",-148,148,100,"W",100,1
"4501","2/14/2023","GSW@LAC","Terance Mann","LAC","Ast","U",-115,115,100,"L",-115,-1.15
"4502","2/14/2023","WAS@POR","Damian Lillard","POR","Ast","U",-145,145,100,"W",100,1
"4503","2/14/2023","WAS@POR","Kristaps Porzingis","WAS","Reb","U",-140,140,100,"L",-140,-1.4
"4504","2/15/2023","CHI@IND","Nikola Vucevic","CHI","Reb","O",-130,130,100,"L",-130,-1.3
"4505","2/15/2023","CHI@IND","Tyrese Haliburton","IND","Ast","O",-105,105,100,"L",-105,-1.05
"4506","2/15/2023","SAS@CHA","Gordon Hayward","CHA","Ast","U",-127,127,100,"W",100,1
"4507","2/15/2023","SAS@CHA","Gordon Hayward","CHA","Reb","U",105,95,100,"L",-95,-0.95
"4508","2/15/2023","SAS@CHA","Mark Williams","CHA","Ast","U",110,91,100,"W",100,1
"4509","2/15/2023","SAS@CHA","PJ Washington","CHA","Ast","U",130,77,100,"W",100,1
"4510","2/15/2023","SAS@CHA","PJ Washington","CHA","Reb","U",-115,115,100,"L",-115,-1.15
"4511","2/15/2023","SAS@CHA","Jeremy Sochan","SAS","Reb","U",-120,120,100,"W",100,1
"4512","2/15/2023","SAS@CHA","Keldon Johnson","SAS","Reb","U",110,91,100,"L",-91,-0.91
"4513","2/15/2023","CLE@PHI","Darius Garland","CLE","Ast","O",-110,110,100,"L",-110,-1.1
"4514","2/15/2023","CLE@PHI","Donovan Mitchell","CLE","Reb","U",-138,138,100,"L",-138,-1.38
"4515","2/15/2023","CLE@PHI","Donovan Mitchell","CLE","Ast","U",-145,145,100,"W",100,1
"4516","2/15/2023","CLE@PHI","Isaac Okoro","CLE","Ast","U",-145,145,100,"L",-145,-1.45
"4517","2/15/2023","CLE@PHI","Tobias Harris","PHI","Pts","U",-114,114,100,"W",100,1
"4518","2/15/2023","DET@BOS","Derrick White","BOS","Reb","U",-115,115,100,"W",100,1
"4519","2/15/2023","DET@BOS","Jayson Tatum","BOS","Reb","U",-127,127,100,"W",100,1
"4520","2/15/2023","DET@BOS","Bojan Bogdanovic","DET","Pts","U",-122,122,100,"L",-122,-1.22
"4521","2/15/2023","DET@BOS","Jaden Ivey","DET","Pts","U",100,100,100,"L",-100,-1
"4522","2/15/2023","DET@BOS","Killian Hayes","DET","Pts","U",108,93,100,"W",100,1
"4523","2/15/2023","MIA@BKN","Nicolas Claxton","BKN","Ast","U",-115,115,100,"W",100,1
"4524","2/15/2023","MIA@BKN","Gabe Vincent","MIA","Pts","U",-114,114,100,"L",-114,-1.14
"4525","2/15/2023","MIA@BKN","Gabe Vincent","MIA","Ast","U",105,95,100,"W",100,1
"4526","2/15/2023","MIA@BKN","Gabe Vincent","MIA","Reb","U",135,74,100,"L",-74,-0.74
"4527","2/15/2023","MIA@BKN","Jimmy Butler","MIA","Reb","O",-137,137,100,"L",-137,-1.37
"4528","2/15/2023","MIA@BKN","Max Strus","MIA","Ast","U",138,72,100,"W",100,1
"4529","2/15/2023","NYK@ATL","Clint Capela","ATL","Reb","O",-115,115,100,"L",-115,-1.15
"4530","2/15/2023","NYK@ATL","De'Andre Hunter","ATL","Pts","U",102,98,100,"L",-98,-0.98
"4531","2/15/2023","NYK@ATL","De'Andre Hunter","ATL","Ast","U",-130,130,100,"L",-130,-1.3
"4532","2/15/2023","NYK@ATL","Dejounte Murray","ATL","Pts","U",-105,105,100,"W",100,1
"4533","2/15/2023","NYK@ATL","Dejounte Murray","ATL","Reb","U",-114,114,100,"W",100,1
"4534","2/15/2023","NYK@ATL","John Collins","ATL","Pts","U",-122,122,100,"W",100,1
"4535","2/15/2023","NYK@ATL","Julius Randle","NYK","Pts","U",-105,105,100,"W",100,1
"4536","2/15/2023","NYK@ATL","Julius Randle","NYK","Ast","U",-125,125,100,"W",100,1
"4537","2/15/2023","NYK@ATL","Quentin Grimes","NYK","Pts","U",-120,120,100,"W",100,1
"4538","2/15/2023","NYK@ATL","RJ Barrett","NYK","Ast","O",150,67,100,"L",-67,-0.67
"4539","2/15/2023","HOU@OKC","Alperen Sengun","HOU","Reb","U",-103,103,100,"L",-103,-1.03
"4540","2/15/2023","HOU@OKC","Jabari Smith Jr","HOU","Ast","U",129,78,100,"L",-78,-0.78
"4541","2/15/2023","HOU@OKC","Jalen Green","HOU","Reb","U",120,83,100,"W",100,1
"4542","2/15/2023","HOU@OKC","Shai Gilgeous-Alexander","OKC","Reb","U",102,98,100,"W",100,1
"4543","2/15/2023","UTA@MEM","Desmond Bane","MEM","Ast","U",-128,128,100,"W",100,1
"4544","2/15/2023","UTA@MEM","Desmond Bane","MEM","Reb","U",110,91,100,"L",-91,-0.91
"4545","2/15/2023","UTA@MEM","Dillon Brooks","MEM","Ast","U",-130,130,100,"W",100,1
"4546","2/15/2023","UTA@MEM","Ja Morant","MEM","Reb","U",-130,130,100,"L",-130,-1.3
"4547","2/15/2023","UTA@MEM","Jaren Jackson Jr.","MEM","Ast","U",175,57,100,"W",100,1
"4548","2/15/2023","UTA@MEM","Xavier Tillman","MEM","Reb","U",-150,150,100,"W",100,1
"4549","2/15/2023","NOP@LAL","Anthony Davis","LAL","Ast","U",-122,122,100,"L",-122,-1.22
"4550","2/15/2023","NOP@LAL","Anthony Davis","LAL","Reb","O",-110,110,100,"L",-110,-1.1
"4551","2/15/2023","NOP@LAL","Brandon Ingram","NOP","Reb","U",105,95,100,"W",100,1
"4552","2/16/2023","MIL@CHI","Nikola Vucevic","CHI","Ast","U",-150,150,100,"W",100,1
"4553","2/16/2023","MIL@CHI","Nikola Vucevic","CHI","Reb","O",104,96,100,"W",100,1
"4554","2/16/2023","MIL@CHI","Giannis Antetokounmpo","MIL","Pts","U",-117,117,100,"W",100,1
"4555","2/16/2023","MIL@CHI","Giannis Antetokounmpo","MIL","Ast","U",115,87,100,"W",100,1
"4556","2/16/2023","MIL@CHI","Giannis Antetokounmpo","MIL","Reb","U",102,98,100,"W",100,1
"4557","2/16/2023","MIL@CHI","Jrue Holiday","MIL","Reb","U",116,86,100,"L",-86,-0.86
"4558","2/16/2023","WAS@MIN","Rudy Gobert","MIN","Reb","O",100,100,100,"W",100,1
"4559","2/16/2023","WAS@MIN","Kristaps Porzingis","WAS","Pts","U",-109,109,100,"W",100,1
"4560","2/16/2023","LAC@PHX","Kawhi Leonard","LAC","Pts","U",-115,115,100,"W",100,1
"4561","2/16/2023","LAC@PHX","Terance Mann","LAC","Pts","U",110,91,100,"L",-91,-0.91
"4562","2/16/2023","LAC@PHX","Deandre Ayton","PHX","Ast","U",150,67,100,"W",100,1
"4563","2/16/2023","LAC@PHX","Devin Booker","PHX","Reb","U",-105,105,100,"W",100,1
"4564","2/16/2023","LAC@PHX","Torrey Craig","PHX","Reb","O",-106,106,100,"W",100,1
